id,title,year,country,runtime,language,certificate,budget,revenue,avg_rating,vote_count,target,cast_count
2142,Flight of the Phoenix,2004,USA,113,English,PG-13,21009180.0,45000000.0,6.0999999,45815,0,3.0
2143,Freeze Frame,2004,UK,99,English,R,0.0,2000000.0,6.4000001,2588,0,3.0
2144,Garden State,2004,USA,102,English,R,26781723.0,2500000.0,7.5999999,187595,1,3.0
2145,Garfield,2004,USA,80,English,PG,75367693.0,35000000.0,5.0,58961,0,3.0
2146,George and the Dragon,2004,USA,93,English,PG,0.0,32000000.0,5.69999981,3088,0,3.0
2147,Godsend,2004,USA,102,English,PG-13,14334645.0,25000000.0,4.80000019,22449,0,3.0
2148,Guiana 1838,2004,USA,120,English,Unrated,227241.0,0.0,7.4000001,56,1,3.0
2149,Harold & Kumar Go to White Castle,2004,USA,88,English,R,18225165.0,9000000.0,7.0999999,155262,1,3.0
2150,Harry Potter and the Prisoner of Azkaban,2004,UK,142,English,PG,249358727.0,130000000.0,7.80000019,382255,1,3.0
2151,Hellboy,2004,USA,132,English,PG-13,59035104.0,66000000.0,6.80000019,244566,0,3.0
2152,Hidalgo,2004,USA,136,English,PG-13,67286731.0,100000000.0,6.69999981,67856,0,3.0
2153,Home on the Range,2004,USA,76,English,PG,50026353.0,110000000.0,5.4000001,13581,0,3.0
2154,Hotel Rwanda,2004,UK,121,English,PG-13,23472900.0,17500000.0,8.10000038,264533,1,3.0
2155,House of D,2004,USA,96,English,PG-13,371081.0,6000000.0,7.0,7479,1,3.0
2156,House of Flying Daggers,2004,China,119,Mandarin,PG-13,11041228.0,100000000.0,7.5999999,92295,1,3.0
2157,Howl's Moving Castle,2004,Japan,119,Japanese,PG,4710455.0,24000000.0,8.19999981,214091,1,3.0
2158,I Heart Huckabees,2004,USA,107,English,R,12784713.0,22000000.0,6.69999981,56813,0,3.0
2159,"I, Robot",2004,USA,115,English,PG-13,144795350.0,120000000.0,7.0999999,387632,1,3.0
2160,Imaginary Heroes,2004,USA,111,English,R,228524.0,4000000.0,7.30000019,8708,1,3.0
2161,In Good Company,2004,USA,109,English,PG-13,45489752.0,26000000.0,6.5,48973,0,3.0
2162,Incident at Loch Ness,2004,UK,94,English,PG-13,36830.0,1400000.0,6.5999999,3291,0,3.0
2163,It's All Gone Pete Tong,2004,UK,90,English,R,120620.0,0.0,7.4000001,16828,1,3.0
2164,Jersey Girl,2004,USA,102,English,PG-13,25266129.0,35000000.0,6.19999981,54346,0,3.0
2165,Johnson Family Vacation,2004,USA,97,English,PG-13,31179516.0,12000000.0,4.30000019,5928,0,3.0
2166,Kill Bill: Vol. 2,2004,USA,137,English,R,66207920.0,30000000.0,8.0,512749,1,3.0
2167,Kinsey,2004,USA,118,English,R,10214647.0,11000000.0,7.0999999,42689,1,3.0
2168,Kung Fu Hustle,2004,Hong Kong,99,Cantonese,R,17104669.0,20000000.0,7.80000019,99353,1,3.0
2169,Ladder 49,2004,USA,115,English,PG-13,74540762.0,55000000.0,6.5,48753,0,3.0
2170,Laws of Attraction,2004,Ireland,90,English,PG-13,17848322.0,28000000.0,5.9000001,18771,0,3.0
2171,Layer Cake,2004,UK,105,English,R,2338695.0,4000000.0,7.4000001,134070,1,3.0
2172,Little Black Book,2004,USA,105,English,PG-13,20422207.0,35000000.0,5.19999981,15052,0,3.0
2173,Live-In Maid,2004,Argentina,83,Spanish,Unrated,0.0,800000.0,7.19999981,772,1,3.0
2174,Man on Fire,2004,USA,146,English,R,77862546.0,70000000.0,7.69999981,266310,1,3.0
2175,Maria Full of Grace,2004,Colombia,101,Spanish,R,6517198.0,3000000.0,7.5,30474,1,3.0
2176,Mean Creek,2004,USA,90,English,R,603943.0,500000.0,7.30000019,26407,1,3.0
2177,Mean Girls,2004,USA,97,English,PG-13,86049418.0,17000000.0,7.0,245989,1,3.0
2178,Meet the Fockers,2004,USA,106,English,PG-13,279167575.0,80000000.0,6.30000019,211296,0,3.0
2179,Million Dollar Baby,2004,USA,132,English,PG-13,100422786.0,30000000.0,8.10000038,482064,1,3.0
2180,Mindhunters,2004,USA,101,English,R,4476235.0,27000000.0,6.4000001,49405,0,3.0
2181,Miracle,2004,USA,135,English,PG,64371181.0,28000000.0,7.5,36636,1,3.0
2182,Mr 3000,2004,USA,104,English,PG-13,21800302.0,30000000.0,5.5,12164,0,3.0
2183,My Baby's Daddy,2004,USA,86,English,PG-13,17321573.0,0.0,4.5,3119,0,3.0
2184,My Date with Drew,2004,USA,90,English,PG,85222.0,1100.0,6.5999999,4285,0,3.0
2185,My Summer of Love,2004,UK,86,English,R,992238.0,1700000.0,6.80000019,16349,0,3.0
2186,Napoleon Dynamite,2004,USA,92,English,PG,44540956.0,400000.0,6.9000001,161448,0,3.0
2187,National Treasure,2004,USA,131,English,PG,173005002.0,100000000.0,6.9000001,255447,0,3.0
2188,New York Minute,2004,USA,91,English,PG,14018364.0,30000000.0,4.80000019,17722,0,3.0
2189,Night Watch,2004,Russia,104,Russian,R,1487477.0,4200000.0,6.5,47097,0,3.0
2190,November,2004,USA,78,English,R,191309.0,150000.0,5.5,2787,0,3.0
2191,Ocean's Twelve,2004,USA,125,English,PG-13,125531634.0,110000000.0,6.4000001,284852,0,3.0
2192,On the Downlow,2004,USA,84,English,,0.0,0.0,6.0999999,156,0,3.0
2193,On the Outs,2004,USA,86,English,R,0.0,0.0,6.9000001,603,0,3.0
2194,Paparazzi,2004,USA,84,English,PG-13,15712072.0,20000000.0,5.80000019,13210,0,3.0
2195,"Peace, Propaganda & the Promised Land",2004,USA,80,English,,0.0,70000.0,8.30000019,496,1,3.0
2196,Primer,2004,USA,77,English,PG-13,424760.0,7000.0,7.0,72639,1,3.0
2197,Proud,2004,USA,87,English,PG,0.0,1000000.0,5.80000019,275,0,3.0
2198,Raise Your Voice,2004,USA,103,English,PG,10411980.0,15000000.0,5.9000001,22649,0,3.0
2199,Raising Helen,2004,USA,119,English,PG-13,37486138.0,50000000.0,6.0,30890,0,3.0
2200,Ray,2004,USA,178,English,PG-13,75305995.0,40000000.0,7.69999981,110394,1,3.0
2201,Resident Evil: Apocalypse,2004,Germany,98,English,R,50740078.0,45000000.0,6.19999981,151580,0,3.0
2202,Riding Giants,2004,USA,105,English,PG-13,2276368.0,0.0,7.9000001,3849,1,3.0
2203,Saint Ralph,2004,Canada,98,English,PG-13,795126.0,6000000.0,7.5999999,4976,1,3.0
2204,Saved!,2004,USA,92,English,PG-13,8786715.0,5000000.0,6.9000001,40274,0,3.0
2205,Saving Face,2004,USA,96,English,R,1186323.0,0.0,7.5999999,7776,1,3.0
2206,Saw,2004,USA,103,English,R,55153403.0,1200000.0,7.69999981,299127,1,3.0
2207,Scooby-Doo 2: Monsters Unleashed,2004,USA,93,English,PG,84185387.0,80000000.0,4.9000001,33180,0,3.0
2208,Secret Window,2004,USA,96,English,PG-13,47781388.0,40000000.0,6.5999999,147504,0,3.0
2209,Seed of Chucky,2004,Romania,88,English,R,17016190.0,12000000.0,4.9000001,28632,0,3.0
2210,Shall We Dance,2004,USA,106,English,PG-13,57887882.0,50000000.0,6.0999999,35508,0,3.0
2211,Shark Tale,2004,USA,90,English,PG,160762022.0,75000000.0,6.0,132415,0,3.0
2212,Shaun of the Dead,2004,UK,99,English,R,13464388.0,4000000.0,8.0,395921,1,3.0
2213,Short Cut to Nirvana: Kumbh Mela,2004,USA,85,English,Unrated,381225.0,200000.0,7.19999981,131,1,3.0
2214,Show Me,2004,Canada,97,French,R,0.0,900000.0,6.0,369,0,3.0
2215,Shrek 2,2004,USA,93,English,PG,436471036.0,150000000.0,7.19999981,314630,1,3.0
2216,Sideways,2004,USA,126,English,R,71502303.0,12000000.0,7.5,149966,1,3.0
2217,Sky Captain and the World of Tomorrow,2004,USA,106,English,PG,37760080.0,70000000.0,6.0999999,72868,0,3.0
2218,Sleepover,2004,USA,89,English,PG,8070311.0,10000000.0,5.30000019,12706,0,3.0
2219,Soul Plane,2004,USA,92,English,R,13922211.0,16000000.0,4.4000001,18271,0,3.0
2220,Spanglish,2004,USA,131,English,PG-13,42044321.0,80000000.0,6.5,65668,0,3.0
2221,Spider-Man 2,2004,USA,135,English,PG-13,373377893.0,200000000.0,7.30000019,411164,1,3.0
2222,Starsky & Hutch,2004,USA,101,English,PG-13,88200225.0,60000000.0,6.0999999,120795,0,3.0
2223,Steamboy,2004,Japan,103,Japanese,PG-13,410388.0,2127519898.0,6.9000001,13727,0,3.0
2224,Summer Storm,2004,Germany,98,German,R,95016.0,2700000.0,7.4000001,11074,1,3.0
2225,Super Size Me,2004,USA,100,English,PG,11529368.0,65000.0,7.30000019,85028,1,3.0
2226,Superbabies: Baby Geniuses 2,2004,Germany,88,English,PG,9109322.0,20000000.0,1.89999998,25371,0,3.0
2227,Suspect Zero,2004,USA,99,English,R,8712564.0,27000000.0,5.9000001,16555,0,3.0
2228,Tae Guk Gi: The Brotherhood of War,2004,South Korea,148,Korean,R,1110186.0,12800000.0,8.10000038,31943,1,3.0
2229,Teacher's Pet,2004,USA,74,English,PG,6491350.0,10000000.0,5.80000019,1231,0,3.0
2230,Team America: World Police,2004,USA,98,English,R,32774834.0,30000000.0,7.19999981,136048,1,3.0
2231,The Alamo,2004,USA,137,English,PG-13,22406362.0,107000000.0,6.0,16832,0,3.0
2232,The Alamo,2004,USA,137,English,PG-13,22406362.0,107000000.0,6.0,16832,0,3.0
2233,The Aviator,2004,USA,170,English,PG-13,102608827.0,110000000.0,7.5,264318,1,3.0
2234,The Big Bounce,2004,USA,88,English,PG-13,6471394.0,50000000.0,4.9000001,15880,0,3.0
2235,The Blue Butterfly,2004,Canada,97,English,PG,0.0,12500000.0,6.30000019,1337,0,3.0
2236,The Bourne Supremacy,2004,USA,108,English,PG-13,176049130.0,75000000.0,7.80000019,348232,1,3.0
2237,The Bridge of San Luis Rey,2004,UK,120,English,PG,42880.0,24000000.0,5.0999999,2919,0,3.0
2238,The Butterfly Effect,2004,USA,120,English,R,23947.0,13000000.0,7.69999981,357579,1,3.0
2239,The Case of the Grinning Cat,2004,France,59,French,,0.0,150000.0,7.4000001,352,1,3.0
2240,The Chorus,2004,France,97,French,PG-13,3629758.0,5500000.0,7.9000001,44151,1,3.0
2241,The Chronicles of Riddick,2004,USA,134,English,PG-13,57637485.0,105000000.0,6.69999981,183909,0,3.0
2242,The Cookout,2004,USA,97,English,PG-13,11540112.0,0.0,3.5999999,2385,0,3.0
2243,The Day After Tomorrow,2004,USA,124,English,PG-13,186739919.0,125000000.0,6.4000001,333248,0,3.0
2244,The Girl Next Door,2004,USA,110,English,R,14589444.0,25000000.0,6.80000019,171151,0,3.0
2245,The Grudge,2004,USA,98,English,PG-13,110175871.0,10000000.0,5.9000001,115050,0,3.0
2246,The Holy Girl,2004,Argentina,106,Spanish,R,304124.0,1400000.0,6.69999981,2720,0,3.0
2247,The I Inside,2004,UK,90,English,R,0.0,8800000.0,6.0999999,9296,0,3.0
2248,The Incredibles,2004,USA,115,English,PG,261437578.0,92000000.0,8.0,479166,1,3.0
2249,The Ladykillers,2004,USA,104,English,R,39692139.0,35000000.0,6.19999981,84131,0,3.0
2250,The Last Shot,2004,USA,93,English,R,463730.0,0.0,5.69999981,3789,0,3.0
2251,The Libertine,2004,UK,114,English,R,4829497.0,0.0,6.4000001,31433,0,3.0
2252,The Life Aquatic with Steve Zissou,2004,USA,119,English,R,24006726.0,50000000.0,7.30000019,139535,1,3.0
2253,The Machinist,2004,Spain,94,English,R,1082044.0,5000000.0,7.69999981,281649,1,3.0
2254,The Manchurian Candidate,2004,USA,129,English,R,65948711.0,80000000.0,6.5999999,86422,0,3.0
2255,The Merchant of Venice,2004,USA,131,English,R,3752725.0,18000000.0,7.0999999,29715,1,3.0
2256,The Notebook,2004,USA,123,English,PG-13,64286.0,29000000.0,7.9000001,396396,1,3.0
2257,The Passion of the Christ,2004,USA,120,Aramaic,R,499263.0,30000000.0,7.0999999,179235,1,3.0
2258,The Phantom of the Opera,2004,UK,143,English,PG-13,51225796.0,70000000.0,7.4000001,96654,1,3.0
2259,The Polar Express,2004,USA,100,English,G,665426.0,165000000.0,6.5999999,120798,0,3.0
2260,The Prince and Me,2004,USA,111,English,PG,28165882.0,0.0,5.9000001,31984,0,3.0
2261,The Princess Diaries 2: Royal Engagement,2004,USA,113,English,G,95149435.0,40000000.0,5.69999981,53687,0,3.0
2262,The Punisher,2004,USA,140,English,R,33682273.0,33000000.0,6.5,124242,0,3.0
2263,The Sea Inside,2004,Spain,125,Spanish,PG-13,2086345.0,10000000.0,8.10000038,64556,1,3.0
2264,The SpongeBob SquarePants Movie,2004,USA,87,English,PG,85416609.0,30000000.0,7.0,58906,1,3.0
2265,The Stepford Wives,2004,USA,93,English,PG-13,59475623.0,90000000.0,5.19999981,49739,0,3.0
2266,The Terminal,2004,USA,128,English,PG-13,77032279.0,60000000.0,7.30000019,303864,1,3.0
2267,The Village,2004,USA,108,English,PG-13,114195633.0,60000000.0,6.5,193770,0,3.0
2268,The Whole Ten Yards,2004,USA,98,English,PG-13,16323969.0,40000000.0,5.5,45775,0,3.0
2269,The Work and the Glory,2004,USA,118,English,PG,3347439.0,7500000.0,6.9000001,833,0,3.0
2270,Thunderbirds,2004,UK,95,English,PG,6768055.0,57000000.0,4.19999981,11148,0,3.0
2271,Torque,2004,USA,84,English,PG-13,21176322.0,40000000.0,4.0,23747,0,3.0
2272,Troy,2004,USA,196,English,R,133228348.0,175000000.0,7.19999981,381672,1,3.0
2273,Two Brothers,2004,France,109,English,PG,18947630.0,59660000.0,7.0999999,11798,1,3.0
2274,Vanity Fair,2004,USA,141,English,PG-13,16123851.0,23000000.0,6.19999981,17373,0,3.0
2275,Veer-Zaara,2004,India,192,Hindi,,2921738.0,7000000.0,7.9000001,34449,1,3.0
2276,Vera Drake,2004,UK,125,English,R,3753806.0,11000000.0,7.69999981,20307,1,3.0
2277,Walking Tall,2004,USA,86,English,PG-13,45860039.0,56000000.0,6.19999981,53118,0,3.0
2278,Welcome to Mooseport,2004,USA,110,English,PG-13,14469428.0,26000000.0,5.19999981,10667,0,3.0
2279,What the #$*! Do We (K)now!?,2004,USA,109,English,Unrated,10941801.0,0.0,5.4000001,12059,0,3.0
2280,White Chicks,2004,USA,109,English,PG-13,69148997.0,37000000.0,5.4000001,98794,0,3.0
2281,Wicker Park,2004,USA,114,English,PG-13,12831121.0,30000000.0,7.0,44979,1,3.0
2282,Wicker Park,2004,USA,114,English,PG-13,12831121.0,30000000.0,7.0,44979,1,3.0
2283,Wimbledon,2004,UK,98,English,PG-13,16831505.0,31000000.0,6.30000019,51842,0,3.0
2284,Win a Date with Tad Hamilton!,2004,USA,95,English,PG-13,16964743.0,24000000.0,5.5999999,22844,0,3.0
2285,Without a Paddle,2004,USA,95,English,PG-13,58156435.0,19000000.0,5.9000001,37479,0,3.0
2286,Woman Thou Art Loosed,2004,USA,94,English,R,6879730.0,0.0,6.9000001,806,0,3.0
2287,Yes,2004,UK,100,English,R,396035.0,1000000.0,6.9000001,2725,0,3.0
2288,You Got Served,2004,USA,95,English,PG-13,40066497.0,8000000.0,3.5,23671,0,3.0
2289,51 Birch Street,2005,Germany,90,English,Unrated,84689.0,0.0,7.5,695,1,3.0
2290,A History of Violence,2005,USA,96,English,R,31493782.0,32000000.0,7.5,186606,1,3.0
2291,A Lot Like Love,2005,USA,107,English,PG-13,21835784.0,30000000.0,6.5999999,58297,0,3.0
2292,A Sound of Thunder,2005,UK,102,English,PG-13,1891821.0,52000000.0,4.19999981,16474,0,3.0
2293,̠on Flux,2005,USA,93,English,PG-13,25857987.0,62000000.0,5.5,110614,0,3.0
2294,Alone in the Dark,2005,Canada,94,English,R,5132655.0,20000000.0,2.29999995,37626,0,3.0
2295,An American Haunting,2005,UK,91,English,PG-13,16298046.0,14000000.0,5.0,22207,0,3.0
2296,An Unfinished Life,2005,USA,108,English,PG-13,8535575.0,30000000.0,7.0,24033,1,3.0
2297,Are We There Yet?,2005,USA,95,English,PG,82301521.0,32000000.0,4.5999999,22679,0,3.0
2298,Assault on Precinct 13,2005,USA,109,English,R,19976073.0,20000000.0,6.30000019,65979,0,3.0
2299,Batman Begins,2005,USA,128,English,PG-13,205343774.0,150000000.0,8.30000019,980946,1,3.0
2300,Be Cool,2005,USA,118,English,PG-13,55808744.0,53000000.0,5.69999981,59435,0,3.0
2301,Beauty Shop,2005,USA,105,English,PG-13,36310118.0,0.0,5.5,13194,0,3.0
2302,Because of Winn-Dixie,2005,USA,106,English,PG,32645546.0,14000000.0,6.4000001,8427,0,3.0
2303,BloodRayne,2005,USA,92,English,R,1550000.0,25000000.0,2.9000001,30628,0,3.0
2304,Boogeyman,2005,USA,89,English,PG-13,46363118.0,20000000.0,4.0999999,25960,0,3.0
2305,Boynton Beach Club,2005,USA,105,English,R,3123749.0,1500000.0,6.5,746,0,3.0
2306,Brokeback Mountain,2005,USA,134,English,R,83025853.0,14000000.0,7.69999981,259837,1,3.0
2307,Camping sauvage,2005,France,79,French,,0.0,0.0,5.4000001,262,0,3.0
2308,Capote,2005,Canada,110,English,R,28747570.0,7000000.0,7.4000001,100571,1,3.0
2309,Cavite,2005,Philippines,80,English,Not Rated,70071.0,7000.0,6.30000019,589,0,3.0
2310,Charlie and the Chocolate Factory,2005,USA,115,English,PG,206456431.0,150000000.0,6.69999981,320284,0,3.0
2311,Cheaper by the Dozen 2,2005,USA,94,English,PG,82569532.0,60000000.0,5.4000001,42737,0,3.0
2312,Chicken Little,2005,USA,81,English,G,135381507.0,150000000.0,5.80000019,63912,0,3.0
2313,Chicken Tikka Masala,2005,UK,90,English,,0.0,1200000.0,5.80000019,480,0,3.0
2314,Chocolate: Deep Dark Secrets,2005,India,160,Hindi,,49000.0,1500000.0,4.80000019,1524,0,3.0
2315,Cinderella Man,2005,USA,144,English,PG-13,61644321.0,88000000.0,8.0,148238,1,3.0
2316,Coach Carter,2005,USA,136,English,PG-13,67253092.0,30000000.0,7.19999981,92702,1,3.0
2317,Conversations with Other Women,2005,UK,84,English,R,379122.0,450000.0,7.0999999,10143,1,3.0
2318,Corpse Bride,2005,USA,77,English,PG,53337608.0,40000000.0,7.4000001,188785,1,3.0
2319,Cry_Wolf,2005,USA,90,English,PG-13,10042266.0,1000000.0,5.9000001,23021,0,3.0
2320,Cursed,2005,USA,99,English,PG-13,19294901.0,35000000.0,5.0,26126,0,3.0
2321,Dark Water,2005,USA,103,English,PG-13,25472967.0,30000000.0,5.5999999,44966,0,3.0
2322,Dave Chappelle's Block Party,2005,USA,100,English,R,11694528.0,3000000.0,7.19999981,7721,1,3.0
2323,Derailed,2005,USA,112,English,R,36020063.0,22000000.0,6.5999999,62584,0,3.0
2324,Deuce Bigalow: European Gigolo,2005,USA,83,English,R,22264487.0,22000000.0,4.5999999,41239,0,3.0
2325,Diary of a Mad Black Woman,2005,USA,116,English,PG-13,50382128.0,5500000.0,5.5999999,10472,0,3.0
2326,Dil Jo Bhi Kahey...,2005,India,104,English,,129319.0,70000000.0,5.0999999,257,0,3.0
2327,Domino,2005,France,127,English,R,10137232.0,50000000.0,6.0,58015,0,3.0
2328,Doom,2005,UK,113,English,R,28031250.0,60000000.0,5.19999981,88146,0,3.0
2329,Down in the Valley,2005,USA,108,English,R,568695.0,8000000.0,6.5,16617,0,3.0
2330,Dreamer: Inspired by a True Story,2005,USA,98,English,PG,32701088.0,32000000.0,6.9000001,10018,0,3.0
2331,Duma,2005,USA,100,English,PG,860002.0,12000000.0,7.30000019,6454,1,3.0
2332,Dungeons & Dragons: Wrath of the Dragon God,2005,Germany,105,English,Not Rated,0.0,15000000.0,4.9000001,5018,0,3.0
2333,Edmond,2005,USA,82,English,R,131617.0,10000000.0,6.30000019,9971,0,3.0
2334,Elektra,2005,Canada,100,English,PG-13,24407944.0,43000000.0,4.80000019,71202,0,3.0
2335,Elizabethtown,2005,USA,123,English,PG-13,26838389.0,57000000.0,6.4000001,58658,0,3.0
2336,End of the Spear,2005,USA,108,English,PG-13,11703287.0,10000000.0,7.0,4360,1,3.0
2337,Fateless,2005,Hungary,134,Hungarian,R,195888.0,2500000000.0,7.0999999,5603,1,3.0
2338,Feast,2005,USA,95,English,R,0.0,3200000.0,6.4000001,25542,0,3.0
2339,Fetching Cody,2005,Canada,87,English,,0.0,1500000.0,6.80000019,1232,0,3.0
2340,Fever Pitch,2005,USA,104,English,PG-13,42071069.0,30000000.0,6.19999981,36223,0,3.0
2341,Flightplan,2005,USA,98,English,PG-13,89706988.0,55000000.0,6.19999981,126746,0,3.0
2342,Forty Shades of Blue,2005,USA,108,English,R,0.0,1500000.0,6.0,1134,0,3.0
2343,Four Brothers,2005,USA,109,English,R,74484168.0,45000000.0,6.9000001,109894,0,3.0
2344,Fun with Dick and Jane,2005,USA,90,English,PG-13,110332737.0,100000000.0,6.0999999,110788,0,3.0
2345,Get Rich or Die Tryin',2005,USA,117,English,R,30981850.0,40000000.0,5.0,35834,0,3.0
2346,Goal! The Dream Begins,2005,USA,118,English,PG-13,4280577.0,10000000.0,6.80000019,50919,0,3.0
2347,"Good Night, and Good Luck.",2005,USA,93,English,PG,31501218.0,7500000.0,7.5,84070,1,3.0
2348,Guess Who,2005,USA,105,English,PG-13,67962333.0,35000000.0,5.9000001,33887,0,3.0
2349,Hard Candy,2005,USA,104,English,R,1007962.0,950000.0,7.0999999,131969,1,3.0
2350,Harry Potter and the Goblet of Fire,2005,UK,157,English,PG-13,289994397.0,150000000.0,7.5999999,385670,1,3.0
2351,Harsh Times,2005,USA,116,English,R,3335839.0,2000000.0,7.0,54657,1,3.0
2352,Herbie Fully Loaded,2005,USA,101,English,G,66002004.0,50000000.0,4.69999981,36431,0,3.0
2353,Hide and Seek,2005,USA,101,English,R,51097664.0,30000000.0,5.9000001,70205,0,3.0
2354,Hitch,2005,USA,118,English,PG-13,177575142.0,70000000.0,6.5999999,244840,0,3.0
2355,Hoodwinked!,2005,USA,80,English,PG,51053787.0,17500000.0,6.5,45900,0,3.0
2356,Hostage,2005,USA,113,English,R,34636443.0,52000000.0,6.5999999,93790,0,3.0
2357,Hostel,2005,USA,93,English,R,47277326.0,4800000.0,5.9000001,138814,0,3.0
2358,House of Sand,2005,Brazil,115,Portuguese,R,0.0,8000000.0,7.5,2650,1,3.0
2359,House of Wax,2005,Australia,108,English,R,32048809.0,30000000.0,5.30000019,94456,0,3.0
2360,House of Wax,2005,Australia,108,English,R,32048809.0,30000000.0,5.30000019,94463,0,3.0
2361,Hustle & Flow,2005,USA,116,English,R,22201636.0,8000000.0,7.4000001,33567,1,3.0
2362,Ice Princess,2005,USA,98,English,G,24381334.0,0.0,6.0,19737,0,3.0
2363,Imagine Me & You,2005,UK,90,English,R,671240.0,7900000.0,6.9000001,23023,0,3.0
2364,Inside Deep Throat,2005,USA,89,English,NC-17,653621.0,2000000.0,6.80000019,5615,0,3.0
2365,Insomnia Manica,2005,USA,127,English,,0.0,500000.0,5.80000019,16,0,3.0
2366,Into the Blue,2005,USA,110,English,PG-13,18472363.0,50000000.0,5.80000019,63599,0,3.0
2367,Jarhead,2005,Germany,125,English,R,62647540.0,70000000.0,7.0999999,143525,1,3.0
2368,Joyeux Noel,2005,France,116,French,PG-13,1050445.0,22000000.0,7.80000019,21394,1,3.0
2369,Just Like Heaven,2005,USA,95,English,PG-13,48291624.0,58000000.0,6.69999981,82819,0,3.0
2370,Kicking & Screaming,2005,USA,95,English,PG,52580895.0,45000000.0,5.5999999,30255,0,3.0
2371,King Kong,2005,New Zealand,201,English,PG-13,218051260.0,207000000.0,7.19999981,316018,1,3.0
2372,King Kong,2005,New Zealand,201,English,PG-13,218051260.0,207000000.0,7.19999981,316020,1,3.0
2373,King Kong,2005,New Zealand,201,English,PG-13,218051260.0,207000000.0,7.19999981,316027,1,3.0
2374,King's Ransom,2005,USA,95,English,PG-13,4006906.0,15000000.0,4.0999999,3229,0,3.0
2375,Kingdom of Heaven,2005,USA,194,English,R,47396698.0,130000000.0,7.19999981,217373,1,3.0
2376,Kiss Kiss Bang Bang,2005,USA,103,English,R,4235837.0,15000000.0,7.5999999,175962,1,3.0
2377,Lady Vengeance,2005,South Korea,112,Korean,R,211667.0,4200000000.0,7.69999981,53508,1,3.0
2378,Land of the Dead,2005,Canada,97,English,R,20433940.0,15000000.0,6.19999981,78883,0,3.0
2379,London,2005,UK,92,English,R,12667.0,14000.0,6.5999999,19336,0,3.0
2380,Lonesome Jim,2005,USA,91,English,R,154077.0,500000.0,6.5999999,6884,0,3.0
2381,Lord of War,2005,USA,122,English,R,24127895.0,50000000.0,7.5999999,248123,1,3.0
2382,Lords of Dogtown,2005,USA,107,English,PG-13,11008432.0,25000000.0,7.0999999,43903,1,3.0
2383,Mad Hot Ballroom,2005,USA,105,English,PG,8044906.0,0.0,7.5,3156,1,3.0
2384,Madagascar,2005,USA,86,English,PG,193136719.0,75000000.0,6.9000001,266636,0,3.0
2385,Man of the House,2005,USA,100,English,PG-13,19118247.0,40000000.0,5.4000001,19829,0,3.0
2386,Manderlay,2005,Denmark,139,English,Not Rated,74205.0,14200000.0,7.4000001,18646,1,3.0
2387,March of the Penguins,2005,France,80,French,G,77413017.0,8000000.0,7.5999999,45984,1,3.0
2388,Match Point,2005,UK,119,English,R,23089926.0,15000000.0,7.69999981,166269,1,3.0
2389,Me and You and Everyone We Know,2005,USA,91,English,R,3885134.0,2000000.0,7.4000001,31130,1,3.0
2390,Memoirs of a Geisha,2005,USA,145,English,PG-13,57010853.0,85000000.0,7.30000019,119286,1,3.0
2391,Mirrormask,2005,UK,101,English,PG,864959.0,4000000.0,6.9000001,20275,0,3.0
2392,Miss Congeniality 2: Armed and Fabulous,2005,USA,115,English,PG-13,48472213.0,45000000.0,5.0,51252,0,3.0
2393,Monster-in-Law,2005,Germany,101,English,PG-13,82931301.0,60000000.0,5.5,43358,0,3.0
2394,Mr. & Mrs. Smith,2005,USA,126,English,PG-13,186336103.0,120000000.0,6.5,348861,0,3.0
2395,Mrs Henderson Presents,2005,UK,103,English,R,11034436.0,20000000.0,7.0999999,13505,1,3.0
2396,Munich,2005,France,163,English,R,47379090.0,70000000.0,7.5999999,176936,1,3.0
2397,Murderball,2005,USA,88,English,R,1523883.0,1750211.0,7.80000019,9037,1,3.0
2398,Must Love Dogs,2005,USA,98,English,PG-13,43894863.0,30000000.0,5.9000001,25883,0,3.0
2399,Mutual Appreciation,2005,USA,109,English,R,0.0,0.0,6.9000001,1578,0,3.0
2400,My Big Fat Independent Movie,2005,USA,80,English,R,0.0,3000000.0,3.29999995,1257,0,3.0
2401,Nanny McPhee,2005,USA,97,English,PG,47124400.0,25000000.0,6.5999999,49676,0,3.0
2402,Neal 'N' Nikki,2005,India,97,English,,100358.0,1500000.0,3.29999995,1167,0,3.0
2403,Nomad: The Warrior,2005,France,112,Kazakh,R,77231.0,25000000.0,6.0,3322,0,3.0
2404,North Country,2005,USA,126,English,R,18324242.0,35000000.0,7.30000019,32815,1,3.0
2405,Oliver Twist,2005,UK,130,English,PG-13,1987287.0,50000000.0,6.9000001,25474,0,3.0
2406,Pooh's Heffalump Movie,2005,USA,68,English,G,18081626.0,20000000.0,6.4000001,4180,0,3.0
2407,Pride & Prejudice,2005,France,135,English,PG,38372662.0,28000000.0,7.80000019,193455,1,3.0
2408,Racing Stripes,2005,USA,102,English,PG,49186871.0,0.0,5.19999981,12570,0,3.0
2409,Red Eye,2005,USA,85,English,PG-13,57859105.0,26000000.0,6.5,94108,0,3.0
2410,Rent,2005,USA,135,English,PG-13,29077547.0,40000000.0,7.0,41685,1,3.0
2411,Rize,2005,USA,86,English,PG-13,3278611.0,0.0,7.0999999,2877,1,3.0
2412,Robots,2005,USA,91,English,PG,128200012.0,75000000.0,6.30000019,103022,0,3.0
